status,method,next_path,openapi_path,file
missing_openapi,GET,/api/admin/admins,/api/admin/admins,D:\voltium\web\src\app\api\admin\admins\route.ts
missing_openapi,POST,/api/admin/admins,/api/admin/admins,D:\voltium\web\src\app\api\admin\admins\route.ts
missing_openapi,PUT,/api/admin/admins,/api/admin/admins,D:\voltium\web\src\app\api\admin\admins\route.ts
missing_openapi,GET,/api/admin/analytics,/api/admin/analytics,D:\voltium\web\src\app\api\admin\analytics\route.ts
missing_openapi,GET,/api/admin/announcements,/api/admin/announcements,D:\voltium\web\src\app\api\admin\announcements\route.ts
missing_openapi,POST,/api/admin/announcements,/api/admin/announcements,D:\voltium\web\src\app\api\admin\announcements\route.ts
missing_openapi,GET,/api/admin/audit/cleanup,/api/admin/audit/cleanup,D:\voltium\web\src\app\api\admin\audit\cleanup\route.ts
missing_openapi,POST,/api/admin/audit/cleanup,/api/admin/audit/cleanup,D:\voltium\web\src\app\api\admin\audit\cleanup\route.ts
missing_openapi,GET,/api/admin/audit-logs,/api/admin/audit-logs,D:\voltium\web\src\app\api\admin\audit-logs\route.ts
missing_openapi,POST,/api/admin/auth/auto-login,/api/admin/auth/auto-login,D:\voltium\web\src\app\api\admin\auth\auto-login\route.ts
missing_openapi,POST,/api/admin/auth/login,/api/admin/auth/login,D:\voltium\web\src\app\api\admin\auth\login\route.ts
missing_openapi,POST,/api/admin/auth/logout,/api/admin/auth/logout,D:\voltium\web\src\app\api\admin\auth\logout\route.ts
missing_openapi,GET,/api/admin/auth/me,/api/admin/auth/me,D:\voltium\web\src\app\api\admin\auth\me\route.ts
missing_openapi,POST,/api/admin/auth/refresh,/api/admin/auth/refresh,D:\voltium\web\src\app\api\admin\auth\refresh\route.ts
missing_openapi,GET,/api/admin/coupons,/api/admin/coupons,D:\voltium\web\src\app\api\admin\coupons\route.ts
missing_openapi,POST,/api/admin/coupons,/api/admin/coupons,D:\voltium\web\src\app\api\admin\coupons\route.ts
missing_openapi,PUT,/api/admin/coupons,/api/admin/coupons,D:\voltium\web\src\app\api\admin\coupons\route.ts
missing_openapi,DELETE,/api/admin/coupons,/api/admin/coupons,D:\voltium\web\src\app\api\admin\coupons\route.ts
missing_openapi,GET,/api/admin/dashboard,/api/admin/dashboard,D:\voltium\web\src\app\api\admin\dashboard\route.ts
missing_openapi,GET,/api/admin/data-management/backups,/api/admin/data-management/backups,D:\voltium\web\src\app\api\admin\data-management\backups\route.ts
missing_openapi,POST,/api/admin/data-management/backups,/api/admin/data-management/backups,D:\voltium\web\src\app\api\admin\data-management\backups\route.ts
missing_openapi,GET,/api/admin/data-management/backups/[id]/download,/api/admin/data-management/backups/{id}/download,D:\voltium\web\src\app\api\admin\data-management\backups\[id]\download\route.ts
missing_openapi,GET,/api/admin/data-management/backups/[id],/api/admin/data-management/backups/{id},D:\voltium\web\src\app\api\admin\data-management\backups\[id]\route.ts
missing_openapi,DELETE,/api/admin/data-management/backups/[id],/api/admin/data-management/backups/{id},D:\voltium\web\src\app\api\admin\data-management\backups\[id]\route.ts
missing_openapi,POST,/api/admin/data-management/backups/[id]/verify,/api/admin/data-management/backups/{id}/verify,D:\voltium\web\src\app\api\admin\data-management\backups\[id]\verify\route.ts
missing_openapi,GET,/api/admin/data-management/restore/history,/api/admin/data-management/restore/history,D:\voltium\web\src\app\api\admin\data-management\restore\history\route.ts
missing_openapi,GET,/api/admin/data-management/schedule,/api/admin/data-management/schedule,D:\voltium\web\src\app\api\admin\data-management\schedule\route.ts
missing_openapi,POST,/api/admin/data-management/schedule,/api/admin/data-management/schedule,D:\voltium\web\src\app\api\admin\data-management\schedule\route.ts
missing_openapi,PUT,/api/admin/data-management/schedule,/api/admin/data-management/schedule,D:\voltium\web\src\app\api\admin\data-management\schedule\route.ts
missing_openapi,GET,/api/admin/data-management/storage,/api/admin/data-management/storage,D:\voltium\web\src\app\api\admin\data-management\storage\route.ts
missing_openapi,GET,/api/admin/deposits,/api/admin/deposits,D:\voltium\web\src\app\api\admin\deposits\route.ts
missing_openapi,PUT,/api/admin/deposits,/api/admin/deposits,D:\voltium\web\src\app\api\admin\deposits\route.ts
missing_openapi,GET,/api/admin/earnings,/api/admin/earnings,D:\voltium\web\src\app\api\admin\earnings\route.ts
missing_openapi,GET,/api/admin/faqs,/api/admin/faqs,D:\voltium\web\src\app\api\admin\faqs\route.ts
missing_openapi,POST,/api/admin/faqs,/api/admin/faqs,D:\voltium\web\src\app\api\admin\faqs\route.ts
missing_openapi,PUT,/api/admin/faqs,/api/admin/faqs,D:\voltium\web\src\app\api\admin\faqs\route.ts
missing_openapi,DELETE,/api/admin/faqs,/api/admin/faqs,D:\voltium\web\src\app\api\admin\faqs\route.ts
missing_openapi,GET,/api/admin/feature-flags,/api/admin/feature-flags,D:\voltium\web\src\app\api\admin\feature-flags\route.ts
missing_openapi,PUT,/api/admin/feature-flags,/api/admin/feature-flags,D:\voltium\web\src\app\api\admin\feature-flags\route.ts
missing_openapi,GET,/api/admin/fleet,/api/admin/fleet,D:\voltium\web\src\app\api\admin\fleet\route.ts
missing_openapi,POST,/api/admin/hubs/bulk,/api/admin/hubs/bulk,D:\voltium\web\src\app\api\admin\hubs\bulk\route.ts
present,GET,/api/admin/hubs,/api/admin/hubs,D:\voltium\web\src\app\api\admin\hubs\route.ts
missing_openapi,POST,/api/admin/hubs,/api/admin/hubs,D:\voltium\web\src\app\api\admin\hubs\route.ts
missing_openapi,PUT,/api/admin/hubs,/api/admin/hubs,D:\voltium\web\src\app\api\admin\hubs\route.ts
missing_openapi,DELETE,/api/admin/hubs,/api/admin/hubs,D:\voltium\web\src\app\api\admin\hubs\route.ts
missing_openapi,GET,/api/admin/incidents,/api/admin/incidents,D:\voltium\web\src\app\api\admin\incidents\route.ts
missing_openapi,POST,/api/admin/incidents,/api/admin/incidents,D:\voltium\web\src\app\api\admin\incidents\route.ts
missing_openapi,GET,/api/admin/incidents/[id],/api/admin/incidents/{id},D:\voltium\web\src\app\api\admin\incidents\[id]\route.ts
missing_openapi,PUT,/api/admin/incidents/[id],/api/admin/incidents/{id},D:\voltium\web\src\app\api\admin\incidents\[id]\route.ts
missing_openapi,GET,/api/admin/jobs,/api/admin/jobs,D:\voltium\web\src\app\api\admin\jobs\route.ts
missing_openapi,POST,/api/admin/jobs,/api/admin/jobs,D:\voltium\web\src\app\api\admin\jobs\route.ts
missing_openapi,GET,/api/admin/legal,/api/admin/legal,D:\voltium\web\src\app\api\admin\legal\route.ts
missing_openapi,PUT,/api/admin/legal,/api/admin/legal,D:\voltium\web\src\app\api\admin\legal\route.ts
missing_openapi,GET,/api/admin/maintenance-mode,/api/admin/maintenance-mode,D:\voltium\web\src\app\api\admin\maintenance-mode\route.ts
missing_openapi,PUT,/api/admin/maintenance-mode,/api/admin/maintenance-mode,D:\voltium\web\src\app\api\admin\maintenance-mode\route.ts
missing_openapi,GET,/api/admin/notifications,/api/admin/notifications,D:\voltium\web\src\app\api\admin\notifications\route.ts
missing_openapi,POST,/api/admin/notifications,/api/admin/notifications,D:\voltium\web\src\app\api\admin\notifications\route.ts
missing_openapi,GET,/api/admin/offers,/api/admin/offers,D:\voltium\web\src\app\api\admin\offers\route.ts
missing_openapi,POST,/api/admin/offers,/api/admin/offers,D:\voltium\web\src\app\api\admin\offers\route.ts
missing_openapi,PUT,/api/admin/offers,/api/admin/offers,D:\voltium\web\src\app\api\admin\offers\route.ts
missing_openapi,DELETE,/api/admin/offers,/api/admin/offers,D:\voltium\web\src\app\api\admin\offers\route.ts
missing_openapi,GET,/api/admin/plans,/api/admin/plans,D:\voltium\web\src\app\api\admin\plans\route.ts
missing_openapi,POST,/api/admin/plans,/api/admin/plans,D:\voltium\web\src\app\api\admin\plans\route.ts
missing_openapi,PUT,/api/admin/plans,/api/admin/plans,D:\voltium\web\src\app\api\admin\plans\route.ts
missing_openapi,DELETE,/api/admin/plans,/api/admin/plans,D:\voltium\web\src\app\api\admin\plans\route.ts
present,GET,/api/admin/reconciliation,/api/admin/reconciliation,D:\voltium\web\src\app\api\admin\reconciliation\route.ts
missing_openapi,GET,/api/admin/referrals,/api/admin/referrals,D:\voltium\web\src\app\api\admin\referrals\route.ts
missing_openapi,GET,/api/admin/rewards,/api/admin/rewards,D:\voltium\web\src\app\api\admin\rewards\route.ts
missing_openapi,POST,/api/admin/rewards,/api/admin/rewards,D:\voltium\web\src\app\api\admin\rewards\route.ts
missing_openapi,POST,/api/admin/riders/actions,/api/admin/riders/actions,D:\voltium\web\src\app\api\admin\riders\actions\route.ts
missing_openapi,GET,/api/admin/riders/bulk,/api/admin/riders/bulk,D:\voltium\web\src\app\api\admin\riders\bulk\route.ts
present,GET,/api/admin/riders,/api/admin/riders,D:\voltium\web\src\app\api\admin\riders\route.ts
missing_openapi,POST,/api/admin/riders,/api/admin/riders,D:\voltium\web\src\app\api\admin\riders\route.ts
missing_openapi,PUT,/api/admin/riders,/api/admin/riders,D:\voltium\web\src\app\api\admin\riders\route.ts
missing_openapi,DELETE,/api/admin/riders,/api/admin/riders,D:\voltium\web\src\app\api\admin\riders\route.ts
missing_openapi,GET,/api/admin/riders/[id]/device-data,/api/admin/riders/{id}/device-data,D:\voltium\web\src\app\api\admin\riders\[id]\device-data\route.ts
missing_openapi,POST,/api/admin/scores/recalculate,/api/admin/scores/recalculate,D:\voltium\web\src\app\api\admin\scores\recalculate\route.ts
missing_openapi,GET,/api/admin/scores,/api/admin/scores,D:\voltium\web\src\app\api\admin\scores\route.ts
missing_openapi,POST,/api/admin/scores,/api/admin/scores,D:\voltium\web\src\app\api\admin\scores\route.ts
missing_openapi,GET,/api/admin/settings,/api/admin/settings,D:\voltium\web\src\app\api\admin\settings\route.ts
missing_openapi,PUT,/api/admin/settings,/api/admin/settings,D:\voltium\web\src\app\api\admin\settings\route.ts
missing_openapi,GET,/api/admin/shifts,/api/admin/shifts,D:\voltium\web\src\app\api\admin\shifts\route.ts
missing_openapi,POST,/api/admin/shifts,/api/admin/shifts,D:\voltium\web\src\app\api\admin\shifts\route.ts
missing_openapi,PUT,/api/admin/shifts,/api/admin/shifts,D:\voltium\web\src\app\api\admin\shifts\route.ts
missing_openapi,DELETE,/api/admin/shifts,/api/admin/shifts,D:\voltium\web\src\app\api\admin\shifts\route.ts
missing_openapi,POST,/api/admin/team-leaders/bulk,/api/admin/team-leaders/bulk,D:\voltium\web\src\app\api\admin\team-leaders\bulk\route.ts
missing_openapi,GET,/api/admin/team-leaders,/api/admin/team-leaders,D:\voltium\web\src\app\api\admin\team-leaders\route.ts
missing_openapi,POST,/api/admin/team-leaders,/api/admin/team-leaders,D:\voltium\web\src\app\api\admin\team-leaders\route.ts
missing_openapi,PUT,/api/admin/team-leaders,/api/admin/team-leaders,D:\voltium\web\src\app\api\admin\team-leaders\route.ts
missing_openapi,DELETE,/api/admin/team-leaders,/api/admin/team-leaders,D:\voltium\web\src\app\api\admin\team-leaders\route.ts
missing_openapi,POST,/api/admin/tickets/bulk,/api/admin/tickets/bulk,D:\voltium\web\src\app\api\admin\tickets\bulk\route.ts
missing_openapi,GET,/api/admin/tickets,/api/admin/tickets,D:\voltium\web\src\app\api\admin\tickets\route.ts
missing_openapi,PUT,/api/admin/tickets,/api/admin/tickets,D:\voltium\web\src\app\api\admin\tickets\route.ts
missing_openapi,POST,/api/admin/tickets/[id]/messages,/api/admin/tickets/{id}/messages,D:\voltium\web\src\app\api\admin\tickets\[id]\messages\route.ts
missing_openapi,GET,/api/admin/tickets/[id],/api/admin/tickets/{id},D:\voltium\web\src\app\api\admin\tickets\[id]\route.ts
missing_openapi,GET,/api/admin/transactions/bulk,/api/admin/transactions/bulk,D:\voltium\web\src\app\api\admin\transactions\bulk\route.ts
missing_openapi,GET,/api/admin/transactions,/api/admin/transactions,D:\voltium\web\src\app\api\admin\transactions\route.ts
missing_openapi,PUT,/api/admin/transactions,/api/admin/transactions,D:\voltium\web\src\app\api\admin\transactions\route.ts
missing_openapi,POST,/api/admin/vehicles/bulk,/api/admin/vehicles/bulk,D:\voltium\web\src\app\api\admin\vehicles\bulk\route.ts
missing_openapi,GET,/api/admin/vehicles,/api/admin/vehicles,D:\voltium\web\src\app\api\admin\vehicles\route.ts
missing_openapi,POST,/api/admin/vehicles,/api/admin/vehicles,D:\voltium\web\src\app\api\admin\vehicles\route.ts
missing_openapi,PUT,/api/admin/vehicles,/api/admin/vehicles,D:\voltium\web\src\app\api\admin\vehicles\route.ts
missing_openapi,DELETE,/api/admin/vehicles,/api/admin/vehicles,D:\voltium\web\src\app\api\admin\vehicles\route.ts
missing_openapi,GET,/api/admin/vehicles/[id]/history,/api/admin/vehicles/{id}/history,D:\voltium\web\src\app\api\admin\vehicles\[id]\history\route.ts
